#{"t_start": 1693773786.888829, "env_id": "None"}
r,l,t
0.0,1,29.573257
0.0,1,29.575146
0.0,1,29.577097
0.0,1,29.579053
0.0,1,29.580881
0.0,1,29.5827
0.0,1,29.584511
0.0,1,29.586405
0.0,1,29.588243
0.0,1,29.590068
0.0,1,29.591963
0.0,1,29.593981
0.0,1,29.595854
0.0,1,29.597686
0.0,1,29.599517
0.0,1,29.604236
0.0,1,29.606099
0.0,1,29.60797
0.0,1,29.609858
0.0,1,29.61189
0.0,1,29.613731
0.0,1,29.615569
0.0,1,29.617407
0.0,1,29.619318
0.0,1,29.621152
0.0,1,29.622989
0.0,1,29.62487
0.0,1,29.626932
0.0,1,29.628977
0.0,1,29.630941
0.0,1,29.632907
0.0,1,29.635006
0.0,1,29.636973
0.0,1,29.638939
0.0,1,29.640912
0.0,1,29.643004
0.0,1,29.644993
0.0,1,29.646985
0.0,1,29.648951
0.0,1,29.651055
0.0,1,29.653084
0.0,1,29.655084
0.0,1,29.657074
0.0,1,29.659222
0.0,1,29.661151
0.0,1,29.663029
0.0,1,29.664859
0.0,1,29.666823
0.0,1,29.668665
0.0,1,29.670498
0.0,1,29.672334
0.0,1,29.67423
0.0,1,29.676161
0.0,1,29.678091
0.0,1,29.679959
0.0,1,29.681915
0.0,1,29.683756
0.0,1,29.685583
0.0,1,29.687425
0.0,1,29.689332
0.0,1,29.691184
0.0,1,29.693102
0.0,1,29.695031
0.0,1,29.697001
0.0,1,29.698856
0.0,1,29.700694
0.0,1,29.702522
0.0,1,29.70442
0.0,1,29.70625
0.0,1,29.708108
0.0,1,29.71002
0.0,1,29.712102
0.0,1,29.713965
0.0,1,29.715809
0.0,1,29.717642
0.0,1,29.719533
0.0,1,29.721363
0.0,1,29.723193
0.0,1,29.725069
0.0,1,29.727054
0.0,1,29.728966
0.0,1,29.730838
0.0,1,29.732685
0.0,1,29.734613
0.0,1,29.736431
0.0,1,29.738261
0.0,1,29.740081
0.0,1,29.742031
0.0,1,29.743991
0.0,1,29.745871
0.0,1,29.747722
0.0,1,29.749659
0.0,1,29.751491
0.0,1,29.753312
0.0,1,29.755156
0.0,1,29.757062
0.0,1,29.758983
0.0,1,29.760881
0.0,1,29.762767
0.0,1,29.764699
0.0,1,29.766541
0.0,1,29.768378
0.0,1,29.770206
0.0,1,29.772108
0.0,1,29.773962
0.0,1,29.775918
0.0,1,29.777849
0.0,1,29.77981
0.0,1,29.781635
0.0,1,29.783454
0.0,1,29.785293
0.0,1,29.787197
0.0,1,29.789036
0.0,1,29.790899
0.0,1,29.792795
0.0,1,29.797666
0.0,1,29.799521
0.0,1,29.801384
0.0,1,29.803234
0.0,1,29.805143
0.0,1,29.806975
0.0,1,29.808923
0.0,1,29.810856
0.0,1,29.812852
0.0,1,29.814699
0.0,1,29.816541
0.0,1,29.818398
0.0,1,29.820313
0.0,1,29.822142
0.0,1,29.824015
0.0,1,29.825938
0.0,1,29.82795
0.0,1,29.829792
0.0,1,29.831632
0.0,1,29.833464
0.0,1,29.835367
0.0,1,29.83722
0.0,1,29.83906
0.0,1,29.840897
0.0,1,29.842898
0.0,1,29.84481
0.0,1,29.846654
0.0,1,29.848513
0.0,1,29.850454
0.0,1,29.852292
0.0,1,29.854128
0.0,1,29.855987
0.0,1,29.857943
0.0,1,29.859934
0.0,1,29.861808
0.0,1,29.863645
0.0,1,29.865592
0.0,1,29.867424
0.0,1,29.869259
0.0,1,29.871091
0.0,1,29.872998
0.0,1,29.874887
0.0,1,29.876805
0.0,1,29.878673
0.0,1,29.880614
0.0,1,29.882467
0.0,1,29.884303
0.0,1,29.886138
0.0,1,29.888049
0.0,1,29.889876
0.0,1,29.891808
0.0,1,29.893722
0.0,1,29.895705
0.0,1,29.89754
0.0,1,29.899385
0.0,1,29.901213
0.0,1,29.903113
0.0,1,29.904952
0.0,1,29.906782
0.0,1,29.908733
0.0,1,29.910771
0.0,1,29.912606
0.0,1,29.914434
0.0,1,29.916271
0.0,1,29.918178
0.0,1,29.920028
0.0,1,29.921877
0.0,1,29.923706
0.0,1,29.925679
0.0,1,29.927645
0.0,1,29.929524
0.0,1,29.931358
0.0,1,29.933307
0.0,1,29.935134
0.0,1,29.936962
0.0,1,29.938804
0.0,1,29.940703
0.0,1,29.942606
0.0,1,29.944536
0.0,1,29.946404
0.0,1,29.948355
0.0,1,29.950205
0.0,1,29.952033
0.0,1,29.953873
0.0,1,29.955784
0.0,1,29.957623
0.0,1,29.959536
0.0,1,29.961459
0.0,1,29.963434
0.0,1,29.965274
0.0,1,29.967113
0.0,1,29.968941
0.0,1,29.970841
0.0,1,29.972681
0.0,1,29.974524
0.0,1,29.976417
0.0,1,29.978448
0.0,1,29.980291
0.0,1,29.982121
0.0,1,29.983964
0.0,1,29.988676
0.0,1,29.990552
0.0,1,29.992472
0.0,1,29.994382
0.0,1,29.996382
0.0,1,29.99823
0.0,1,30.000063
0.0,1,30.001902
0.0,1,30.003805
0.0,1,30.005633
0.0,1,30.00747
0.0,1,30.009362
0.0,1,30.011382
0.0,1,30.013274
0.0,1,30.015108
0.0,1,30.016953
0.0,1,30.018868
0.0,1,30.020693
0.0,1,30.022506
0.0,1,30.024346
0.0,1,30.026363
0.0,1,30.028278
0.0,1,30.030112
0.0,1,30.031953
0.0,1,30.033885
0.0,1,30.035717
0.0,1,30.037551
0.0,1,30.039374
0.0,1,30.0413
0.0,1,30.04322
0.0,1,30.045122
0.0,1,30.046966
0.0,1,30.04891
0.0,1,30.050772
0.0,1,30.052593
0.0,1,30.054423
0.0,1,30.056335
0.0,1,30.058218
0.0,1,30.060195
0.0,1,30.062055
0.0,1,30.063984
0.0,1,30.065824
0.0,1,30.067656
0.0,1,30.069487
0.0,1,30.071397
0.0,1,30.073238
0.0,1,30.075144
0.0,1,30.077078
0.0,1,30.079065
0.0,1,30.080897
0.0,1,30.082736
0.0,1,30.084564
0.0,1,30.086468
0.0,1,30.088313
0.0,1,30.090159
0.0,1,30.092073
0.0,1,30.094108
0.0,1,30.095985
0.0,1,30.097812
0.0,1,30.09964
0.0,1,30.101557
0.0,1,30.103395
0.0,1,30.105235
0.0,1,30.107076
0.0,1,30.109085
0.0,1,30.111025
0.0,1,30.112855
0.0,1,30.114684
0.0,1,30.116632
0.0,1,30.118467
0.0,1,30.120304
0.0,1,30.122156
0.0,1,30.124059
0.0,1,30.125962
0.0,1,30.127888
0.0,1,30.129766
0.0,1,30.131715
0.0,1,30.133652
0.0,1,30.135665
0.0,1,30.137665
0.0,1,30.139745
0.0,1,30.141713
0.0,1,30.143687
0.0,1,30.145696
0.0,1,30.147921
0.0,1,30.149973
0.0,1,30.151953
0.0,1,30.153918
0.0,1,30.15595
0.0,1,30.157963
0.0,1,30.159982
0.0,1,30.162037
0.0,1,30.164175
0.0,1,30.166117
0.0,1,30.167993
0.0,1,30.169839
0.0,1,30.171787
0.0,1,30.173637
0.0,1,30.175558
0.0,1,30.177539
0.0,1,30.182416
0.0,1,30.184277
0.0,1,30.186136
0.0,1,30.187974
0.0,1,30.189889
0.0,1,30.191798
0.0,1,30.193722
0.0,1,30.195595
0.0,1,30.19757
0.0,1,30.199417
0.0,1,30.20125
0.0,1,30.203085
0.0,1,30.205005
0.0,1,30.206854
0.0,1,30.208783
0.0,1,30.210734
0.0,1,30.212691
0.0,1,30.214542
0.0,1,30.216394
0.0,1,30.218228
0.0,1,30.220137
0.0,1,30.221965
0.0,1,30.223788
0.0,1,30.225711
0.0,1,30.227748
0.0,1,30.229613
0.0,1,30.231457
0.0,1,30.233291
0.0,1,30.235181
0.0,1,30.237007
0.0,1,30.238844
0.0,1,30.240662
0.0,1,30.242652
0.0,1,30.244572
0.0,1,30.246436
0.0,1,30.248276
0.0,1,30.250232
0.0,1,30.252055
0.0,1,30.253901
0.0,1,30.255727
0.0,1,30.257653
0.0,1,30.259552
0.0,1,30.261475
0.0,1,30.263326
0.0,1,30.265283
0.0,1,30.267104
0.0,1,30.268921
0.0,1,30.270751
0.0,1,30.272662
0.0,1,30.274503
0.0,1,30.276426
0.0,1,30.27834
0.0,1,30.280272
0.0,1,30.282106
0.0,1,30.283941
0.0,1,30.285778
0.0,1,30.2877
0.0,1,30.289533
0.0,1,30.291391
0.0,1,30.293329
0.0,1,30.295337
0.0,1,30.297181
0.0,1,30.299025
0.0,1,30.300843
0.0,1,30.30274
0.0,1,30.304575
0.0,1,30.306425
0.0,1,30.30831
0.0,1,30.310412
0.0,1,30.312314
0.0,1,30.314144
0.0,1,30.315968
0.0,1,30.317905
0.0,1,30.319736
0.0,1,30.321573
0.0,1,30.323404
0.0,1,30.325369
0.0,1,30.327303
0.0,1,30.32915
0.0,1,30.33097
0.0,1,30.332925
0.0,1,30.334757
0.0,1,30.336584
0.0,1,30.338418
0.0,1,30.340319
0.0,1,30.342228
0.0,1,30.344141
0.0,1,30.34598
0.0,1,30.347927
0.0,1,30.34978
0.0,1,30.351621
0.0,1,30.353447
0.0,1,30.355338
0.0,1,30.357165
0.0,1,30.359086
0.0,1,30.361025
0.0,1,30.36299
0.0,1,30.364818
0.0,1,30.366653
0.0,1,30.368486
0.0,1,30.37322
0.0,1,30.375129
0.0,1,30.377074
0.0,1,30.378957
0.0,1,30.380924
0.0,1,30.382767
0.0,1,30.384599
0.0,1,30.386421
0.0,1,30.388326
0.0,1,30.390167
0.0,1,30.392087
0.0,1,30.394025
0.0,1,30.396013
0.0,1,30.397842
0.0,1,30.399663
0.0,1,30.401501
0.0,1,30.403394
0.0,1,30.405222
0.0,1,30.40705
0.0,1,30.408944
0.0,1,30.411001
0.0,1,30.412874
0.0,1,30.414699
0.0,1,30.41652
0.0,1,30.418431
0.0,1,30.420256
0.0,1,30.422073
0.0,1,30.423904
0.0,1,30.425872
0.0,1,30.427814
0.0,1,30.429683
0.0,1,30.431508
0.0,1,30.433437
0.0,1,30.435283
0.0,1,30.43711
0.0,1,30.438958
0.0,1,30.440895
0.0,1,30.442787
0.0,1,30.444672
0.0,1,30.446516
0.0,1,30.448453
0.0,1,30.450287
0.0,1,30.452117
0.0,1,30.453941
0.0,1,30.455839
0.0,1,30.457678
0.0,1,30.45957
0.0,1,30.461458
0.0,1,30.463415
0.0,1,30.465249
0.0,1,30.467083
0.0,1,30.468915
0.0,1,30.470833
0.0,1,30.472666
0.0,1,30.474509
0.0,1,30.476408
0.0,1,30.478408
0.0,1,30.480274
0.0,1,30.482103
0.0,1,30.483931
0.0,1,30.485842
0.0,1,30.487683
0.0,1,30.489507
0.0,1,30.491361
0.0,1,30.493352
0.0,1,30.495254
0.0,1,30.49708
0.0,1,30.498907
0.0,1,30.500832
0.0,1,30.502661
0.0,1,30.504488
0.0,1,30.506348
0.0,1,30.508295
0.0,1,30.510273
0.0,1,30.512137
0.0,1,30.51397
0.0,1,30.515902
0.0,1,30.517748
0.0,1,30.519577
0.0,1,30.521396
0.0,1,30.523301
0.0,1,30.525188
0.0,1,30.527104
0.0,1,30.528967
0.0,1,30.530897
0.0,1,30.532724
0.0,1,30.534546
0.0,1,30.536384
0.0,1,30.538284
0.0,1,30.540114
0.0,1,30.542019
0.0,1,30.543964
0.0,1,30.546036
0.0,1,30.547901
0.0,1,30.549726
0.0,1,30.55157
0.0,1,30.553466
0.0,1,30.555297
0.0,1,30.557127
0.0,1,30.55906
0.0,1,30.564017
0.0,1,30.565905
0.0,1,30.567765
0.0,1,30.569602
0.0,1,30.571561
0.0,1,30.573411
0.0,1,30.575324
0.0,1,30.57725
0.0,1,30.579251
0.0,1,30.581093
0.0,1,30.582923
0.0,1,30.584766
0.0,1,30.586679
0.0,1,30.588514
0.0,1,30.590353
0.0,1,30.592255
0.0,1,30.594333
0.0,1,30.596187
0.0,1,30.598029
0.0,1,30.599863
0.0,1,30.601788
0.0,1,30.603631
0.0,1,30.60546
0.0,1,30.607296
0.0,1,30.609301
0.0,1,30.611225
0.0,1,30.613095
0.0,1,30.614934
0.0,1,30.616879
0.0,1,30.61873
0.0,1,30.62065
0.0,1,30.62253
0.0,1,30.624487
0.0,1,30.626424
0.0,1,30.628416
0.0,1,30.630417
0.0,1,30.632528
0.0,1,30.634504
0.0,1,30.636473
0.0,1,30.638451
0.0,1,30.640547
0.0,1,30.64253
0.0,1,30.64452
0.0,1,30.646535
0.0,1,30.648664
0.0,1,30.650651
0.0,1,30.652664
0.0,1,30.654677
0.0,1,30.656792
0.0,1,30.658805
0.0,1,30.66076
0.0,1,30.662624
0.0,1,30.664583
0.0,1,30.66643
0.0,1,30.668272
0.0,1,30.670129
0.0,1,30.672038
0.0,1,30.673873
0.0,1,30.675788
0.0,1,30.6777
0.0,1,30.679685
0.0,1,30.681536
0.0,1,30.683381
0.0,1,30.685214
0.0,1,30.687125
0.0,1,30.688965
0.0,1,30.690796
0.0,1,30.692754
0.0,1,30.694765
0.0,1,30.696601
0.0,1,30.698442
0.0,1,30.700284
0.0,1,30.702189
0.0,1,30.704052
0.0,1,30.70589
0.0,1,30.707738
0.0,1,30.709724
0.0,1,30.711623
0.0,1,30.713455
0.0,1,30.715293
0.0,1,30.717252
0.0,1,30.719087
0.0,1,30.720926
0.0,1,30.722772
0.0,1,30.724695
0.0,1,30.726615
0.0,1,30.728526
0.0,1,30.730368
0.0,1,30.732317
0.0,1,30.734169
0.0,1,30.735999
0.0,1,30.737853
0.0,1,30.739764
0.0,1,30.741669
0.0,1,30.743638
0.0,1,30.745542
0.0,1,30.747487
0.0,1,30.749352
0.0,1,30.7512
0.0,1,30.753055
0.0,1,30.757842
0.0,1,30.759787
0.0,1,30.761727
0.0,1,30.763565
0.0,1,30.765514
0.0,1,30.767358
0.0,1,30.769201
0.0,1,30.771044
0.0,1,30.772966
0.0,1,30.77487
0.0,1,30.776767
0.0,1,30.778651
0.0,1,30.780612
0.0,1,30.782452
0.0,1,30.784296
0.0,1,30.786132
0.0,1,30.788039
0.0,1,30.789878
0.0,1,30.791773
0.0,1,30.793696
0.0,1,30.795684
0.0,1,30.797534
0.0,1,30.799375
0.0,1,30.801206
0.0,1,30.803114
0.0,1,30.804952
0.0,1,30.806801
0.0,1,30.808706
0.0,1,30.810822
0.0,1,30.812719
0.0,1,30.81456
0.0,1,30.816401
0.0,1,30.818332
0.0,1,30.820163
0.0,1,30.822012
0.0,1,30.823857
0.0,1,30.825867
0.0,1,30.827816
0.0,1,30.829701
0.0,1,30.831559
0.0,1,30.833505
0.0,1,30.835347
0.0,1,30.837179
0.0,1,30.839013
0.0,1,30.840955
0.0,1,30.842856
0.0,1,30.844756
0.0,1,30.846597
0.0,1,30.848555
0.0,1,30.850401
0.0,1,30.852238
0.0,1,30.854068
0.0,1,30.855969
0.0,1,30.857928
0.0,1,30.859831
0.0,1,30.861682
0.0,1,30.863629
0.0,1,30.865467
0.0,1,30.867312
0.0,1,30.869158
0.0,1,30.871059
0.0,1,30.872903
0.0,1,30.874864
0.0,1,30.876748
0.0,1,30.878715
0.0,1,30.880553
0.0,1,30.882388
0.0,1,30.884225
0.0,1,30.886136
0.0,1,30.887972
0.0,1,30.889816
0.0,1,30.891737
0.0,1,30.893809
0.0,1,30.895686
0.0,1,30.897529
0.0,1,30.899363
0.0,1,30.901273
0.0,1,30.903112
0.0,1,30.904944
0.0,1,30.906777
0.0,1,30.908763
0.0,1,30.910713
0.0,1,30.912594
0.0,1,30.914428
0.0,1,30.916368
0.0,1,30.918215
0.0,1,30.920056
0.0,1,30.921888
0.0,1,30.923797
0.0,1,30.925706
0.0,1,30.927598
0.0,1,30.929482
0.0,1,30.931424
0.0,1,30.933265
0.0,1,30.935102
0.0,1,30.936946
0.0,1,30.938851
0.0,1,30.940691
0.0,1,30.942646
0.0,1,30.94456
0.0,1,30.949384
0.0,1,30.951233
0.0,1,30.953068
0.0,1,30.954905
0.0,1,30.956804
0.0,1,30.958675
0.0,1,30.960585
0.0,1,30.962456
0.0,1,30.964437
0.0,1,30.966287
0.0,1,30.968126
0.0,1,30.969964
0.0,1,30.971869
0.0,1,30.973685
0.0,1,30.975597
0.0,1,30.977515
0.0,1,30.979496
0.0,1,30.981341
0.0,1,30.98318
0.0,1,30.98503
0.0,1,30.98693
0.0,1,30.988759
0.0,1,30.990583
0.0,1,30.992486
0.0,1,30.994505
0.0,1,30.996388
0.0,1,30.998228
0.0,1,31.000065
0.0,1,31.001969
0.0,1,31.003808
0.0,1,31.005633
0.0,1,31.007462
0.0,1,31.009464
0.0,1,31.011387
0.0,1,31.013218
0.0,1,31.015063
0.0,1,31.016998
0.0,1,31.018826
0.0,1,31.020658
0.0,1,31.02249
0.0,1,31.024406
0.0,1,31.026308
0.0,1,31.028204
0.0,1,31.030037
0.0,1,31.031982
0.0,1,31.033817
0.0,1,31.035647
0.0,1,31.037476
0.0,1,31.039378
0.0,1,31.041227
0.0,1,31.043124
0.0,1,31.045006
0.0,1,31.046952
0.0,1,31.0488
0.0,1,31.050629
0.0,1,31.052453
0.0,1,31.054346
0.0,1,31.056184
0.0,1,31.058054
0.0,1,31.060004
0.0,1,31.061972
0.0,1,31.063801
0.0,1,31.065634
0.0,1,31.067478
0.0,1,31.069375
0.0,1,31.071214
0.0,1,31.073045
0.0,1,31.074919
0.0,1,31.077018
0.0,1,31.078904
0.0,1,31.080733
0.0,1,31.082566
0.0,1,31.084477
0.0,1,31.086309
0.0,1,31.088148
0.0,1,31.089977
0.0,1,31.091949
0.0,1,31.093903
0.0,1,31.095774
0.0,1,31.09761
0.0,1,31.099573
0.0,1,31.10141
0.0,1,31.103234
0.0,1,31.105065
0.0,1,31.106977
0.0,1,31.108883
0.0,1,31.110816
0.0,1,31.112703
0.0,1,31.114652
0.0,1,31.116483
0.0,1,31.118326
0.0,1,31.120154
0.0,1,31.122056
0.0,1,31.123891
0.0,1,31.125809
0.0,1,31.127734
0.0,1,31.129693
0.0,1,31.131526
0.0,1,31.133361
0.0,1,31.135195
0.0,1,31.139949
0.0,1,31.141865
0.0,1,31.143785
0.0,1,31.145665
0.0,1,31.147621
0.0,1,31.14945
0.0,1,31.151278
0.0,1,31.153099
0.0,1,31.155017
0.0,1,31.156853
0.0,1,31.1588
0.0,1,31.160704
0.0,1,31.162691
0.0,1,31.164534
0.0,1,31.16638
0.0,1,31.168217
0.0,1,31.170118
0.0,1,31.171955
0.0,1,31.173783
0.0,1,31.175738
0.0,1,31.177815
0.0,1,31.179683
0.0,1,31.181516
0.0,1,31.18335
0.0,1,31.185262
0.0,1,31.187099
0.0,1,31.188935
0.0,1,31.190769
0.0,1,31.19277
0.0,1,31.194795
0.0,1,31.196806
0.0,1,31.198793
0.0,1,31.200959
0.0,1,31.202933
0.0,1,31.204897
0.0,1,31.206861
0.0,1,31.20896
0.0,1,31.210965
0.0,1,31.21299
0.0,1,31.214991
0.0,1,31.217057
0.0,1,31.219048
0.0,1,31.221041
0.0,1,31.223041
0.0,1,31.22518
0.0,1,31.227133
0.0,1,31.229017
0.0,1,31.230857
0.0,1,31.232819
0.0,1,31.234661
0.0,1,31.236512
0.0,1,31.238353
0.0,1,31.240269
0.0,1,31.242172
0.0,1,31.24409
0.0,1,31.245938
0.0,1,31.247894
0.0,1,31.249743
0.0,1,31.251571
0.0,1,31.253408
0.0,1,31.255327
0.0,1,31.257161
0.0,1,31.259076
0.0,1,31.260996
0.0,1,31.262982
0.0,1,31.264838
0.0,1,31.266676
0.0,1,31.268509
0.0,1,31.270422
0.0,1,31.272258
0.0,1,31.274086
0.0,1,31.276027
0.0,1,31.278066
0.0,1,31.279906
0.0,1,31.281744
0.0,1,31.283582
0.0,1,31.285491
0.0,1,31.287334
0.0,1,31.289193
0.0,1,31.291058
0.0,1,31.293041
0.0,1,31.294936
0.0,1,31.296774
0.0,1,31.298616
0.0,1,31.300565
0.0,1,31.302421
0.0,1,31.304265
0.0,1,31.306128
0.0,1,31.308085
0.0,1,31.30998
0.0,1,31.311869
0.0,1,31.313727
0.0,1,31.315675
0.0,1,31.317516
0.0,1,31.319338
0.0,1,31.321168
0.0,1,31.323071
0.0,1,31.324956
0.0,1,31.326896
0.0,1,31.328771
0.0,1,31.333586
0.0,1,31.335445
0.0,1,31.337294
0.0,1,31.339142
0.0,1,31.341091
0.0,1,31.343009
0.0,1,31.344924
0.0,1,31.346776
0.0,1,31.348735
0.0,1,31.350573
0.0,1,31.352416
0.0,1,31.354288
0.0,1,31.3562
0.0,1,31.358068
0.0,1,31.359981
0.0,1,31.361912
0.0,1,31.363867
0.0,1,31.365708
0.0,1,31.367546
0.0,1,31.369375
0.0,1,31.371285
0.0,1,31.373129
0.0,1,31.375024
0.0,1,31.377009
0.0,1,31.379036
0.0,1,31.380871
0.0,1,31.382718
0.0,1,31.384548
0.0,1,31.386458
0.0,1,31.388302
0.0,1,31.390143
0.0,1,31.39204
0.0,1,31.394137
0.0,1,31.396015
0.0,1,31.397853
0.0,1,31.399705
0.0,1,31.40162
0.0,1,31.403452
0.0,1,31.405295
0.0,1,31.40713
0.0,1,31.40912
0.0,1,31.411033
0.0,1,31.412917
0.0,1,31.414748
0.0,1,31.416697
0.0,1,31.418545
0.0,1,31.420411
0.0,1,31.422252
0.0,1,31.424158
0.0,1,31.426095
0.0,1,31.428016
0.0,1,31.429906
0.0,1,31.431914
0.0,1,31.433861
0.0,1,31.435806
0.0,1,31.4377
0.0,1,31.439667
0.0,1,31.441546
0.0,1,31.443455
0.0,1,31.44537
0.0,1,31.447326
0.0,1,31.449158
0.0,1,31.450991
0.0,1,31.452824
0.0,1,31.454728
0.0,1,31.456564
0.0,1,31.458467
0.0,1,31.460367
0.0,1,31.46236
0.0,1,31.464207
0.0,1,31.466042
0.0,1,31.467884
0.0,1,31.469799
0.0,1,31.471631
0.0,1,31.473471
0.0,1,31.475394
0.0,1,31.477443
0.0,1,31.479288
0.0,1,31.481133
0.0,1,31.482964
0.0,1,31.484895
0.0,1,31.486743
0.0,1,31.488597
0.0,1,31.490436
0.0,1,31.492427
0.0,1,31.494343
0.0,1,31.496217
0.0,1,31.498063
0.0,1,31.500008
0.0,1,31.501852
0.0,1,31.503681
0.0,1,31.505518
0.0,1,31.507421
0.0,1,31.509349
0.0,1,31.51127
0.0,1,31.513118
0.0,1,31.515069
0.0,1,31.516905
0.0,1,31.518743
0.0,1,31.520574
0.0,1,31.525487
0.0,1,31.527433
0.0,1,31.52931
0.0,1,31.531154
0.0,1,31.533117
0.0,1,31.534951
0.0,1,31.536787
0.0,1,31.538658
0.0,1,31.540571
0.0,1,31.542481
0.0,1,31.544391
0.0,1,31.546266
0.0,1,31.548225
0.0,1,31.550075
0.0,1,31.552237
0.0,1,31.5541
0.0,1,31.556011
0.0,1,31.557877
0.0,1,31.559775
0.0,1,31.561668
0.0,1,31.563611
0.0,1,31.565446
0.0,1,31.567291
0.0,1,31.569124
0.0,1,31.571026
0.0,1,31.572866
0.0,1,31.574739
0.0,1,31.576696
0.0,1,31.578724
0.0,1,31.580563
0.0,1,31.58239
0.0,1,31.584236
0.0,1,31.586136
0.0,1,31.587972
0.0,1,31.589806
0.0,1,31.59176
0.0,1,31.59379
0.0,1,31.595673
0.0,1,31.597511
0.0,1,31.59934
0.0,1,31.601256
0.0,1,31.603084
0.0,1,31.604917
0.0,1,31.606751
0.0,1,31.608754
0.0,1,31.610672
0.0,1,31.61252
0.0,1,31.61435
0.0,1,31.616294
0.0,1,31.61815
0.0,1,31.61998
0.0,1,31.621829
0.0,1,31.623739
0.0,1,31.625655
0.0,1,31.627562
0.0,1,31.629451
0.0,1,31.631398
0.0,1,31.633236
0.0,1,31.635069
0.0,1,31.636903
0.0,1,31.638807
0.0,1,31.640655
0.0,1,31.642573
0.0,1,31.644477
0.0,1,31.646436
0.0,1,31.648283
0.0,1,31.650125
0.0,1,31.651961
0.0,1,31.653867
0.0,1,31.655701
0.0,1,31.657539
0.0,1,31.659445
0.0,1,31.661462
0.0,1,31.663335
0.0,1,31.665171
0.0,1,31.667009
0.0,1,31.668931
0.0,1,31.670769
0.0,1,31.672606
0.0,1,31.674465
0.0,1,31.676456
0.0,1,31.678367
0.0,1,31.680239
0.0,1,31.68207
0.0,1,31.684011
0.0,1,31.685847
0.0,1,31.687687
0.0,1,31.689529
0.0,1,31.691489
0.0,1,31.693461
0.0,1,31.695516
0.0,1,31.697521
0.0,1,31.699617
0.0,1,31.701584
0.0,1,31.703552
0.0,1,31.705529
0.0,1,31.70763
0.0,1,31.709613
0.0,1,31.711605
0.0,1,31.713628
0.0,1,31.719094
0.0,1,31.721125
0.0,1,31.723132
0.0,1,31.725143
0.0,1,31.727314
0.0,1,31.729236
0.0,1,31.731103
0.0,1,31.732946
0.0,1,31.734874
0.0,1,31.736739
0.0,1,31.738568
0.0,1,31.74041
0.0,1,31.742398
0.0,1,31.744323
0.0,1,31.746223
0.0,1,31.74806
0.0,1,31.749995
0.0,1,31.751844
0.0,1,31.753684
0.0,1,31.755511
0.0,1,31.757423
0.0,1,31.759336
0.0,1,31.761244
0.0,1,31.76311
0.0,1,31.765059
0.0,1,31.766887
0.0,1,31.768722
0.0,1,31.770551
0.0,1,31.772469
0.0,1,31.774317
0.0,1,31.776218
0.0,1,31.778119
0.0,1,31.780088
0.0,1,31.78193
0.0,1,31.783761
0.0,1,31.785591
0.0,1,31.78751
0.0,1,31.789356
0.0,1,31.791211
0.0,1,31.79311
0.0,1,31.795112
0.0,1,31.796966
0.0,1,31.798815
0.0,1,31.800645
0.0,1,31.802554
0.0,1,31.804386
0.0,1,31.806226
0.0,1,31.808122
0.0,1,31.81021
0.0,1,31.812085
0.0,1,31.813941
0.0,1,31.815775
0.0,1,31.817687
0.0,1,31.819516
0.0,1,31.821348
0.0,1,31.823179
0.0,1,31.825169
0.0,1,31.827076
0.0,1,31.82895
0.0,1,31.830786
0.0,1,31.83274
0.0,1,31.83457
0.0,1,31.836398
0.0,1,31.838228
0.0,1,31.840127
0.0,1,31.842023
0.0,1,31.843967
0.0,1,31.8458
0.0,1,31.847738
0.0,1,31.849577
0.0,1,31.851407
0.0,1,31.85324
0.0,1,31.855147
0.0,1,31.856977
0.0,1,31.858882
0.0,1,31.860806
0.0,1,31.862803
0.0,1,31.864641
0.0,1,31.866482
0.0,1,31.868311
0.0,1,31.87021
0.0,1,31.872044
0.0,1,31.87388
0.0,1,31.8758
0.0,1,31.87786
0.0,1,31.879691
0.0,1,31.881518
0.0,1,31.883342
0.0,1,31.885253
0.0,1,31.887079
0.0,1,31.888914
0.0,1,31.89074
0.0,1,31.892708
0.0,1,31.894625
0.0,1,31.896461
0.0,1,31.898294
0.0,1,31.900241
0.0,1,31.902072
0.0,1,31.903896
0.0,1,31.905728
0.0,1,31.911095
0.0,1,31.913009
0.0,1,31.914837
0.0,1,31.916677
0.0,1,31.9186
0.0,1,31.920436
0.0,1,31.922265
0.0,1,31.924119
0.0,1,31.926105
0.0,1,31.928006
0.0,1,31.929839
0.0,1,31.931669
0.0,1,31.933599
0.0,1,31.935433
0.0,1,31.93726
0.0,1,31.939107
0.0,1,31.941048
0.0,1,31.943032
0.0,1,31.944885
0.0,1,31.946717
0.0,1,31.948668
0.0,1,31.950509
0.0,1,31.952344
0.0,1,31.954168
0.0,1,31.956077
0.0,1,31.957973
0.0,1,31.959905
0.0,1,31.961777
0.0,1,31.963721
0.0,1,31.965555
0.0,1,31.967389
0.0,1,31.969231
0.0,1,31.971125
0.0,1,31.972961
0.0,1,31.974912
0.0,1,31.976817
0.0,1,31.97881
0.0,1,31.980641
0.0,1,31.982472
0.0,1,31.984306
0.0,1,31.986216
0.0,1,31.988054
0.0,1,31.989891
0.0,1,31.991788
0.0,1,31.99384
0.0,1,31.995688
0.0,1,31.997519
0.0,1,31.99935
0.0,1,32.001268
0.0,1,32.00311
0.0,1,32.004935
0.0,1,32.006795
0.0,1,32.008782
0.0,1,32.010702
